id,uuid,image_url,latitude,longitude,place_county_name,place_state_name
254927129,65ddf890-163c-45e1-b47d-79b7f1577c1c,https://inaturalist-open-data.s3.amazonaws.com/photos/456731626/medium.jpg,-21.6152965556,-66.3389563056,Sud Lípez,Potosí
254927159,f236557d-4407-4800-a0b8-0b943c7fd88a,https://inaturalist-open-data.s3.amazonaws.com/photos/456731941/medium.jpg,-21.6396127839,-66.3412258646,Sud Lípez,Potosí
254927168,01153ee6-71f9-40a0-984c-13fbd9c5d3ea,https://inaturalist-open-data.s3.amazonaws.com/photos/456732019/medium.jpg,-21.6390935833,-66.3412584444,Sud Lípez,Potosí
254927169,69240cf8-3942-44a4-8a6d-b09c34e5ee9d,https://inaturalist-open-data.s3.amazonaws.com/photos/456732029/medium.jpg,-21.6450484444,-66.3469847778,Sud Lípez,Potosí
254927171,2dd54047-d4ba-4dd2-bda3-bd3c2b47a441,https://inaturalist-open-data.s3.amazonaws.com/photos/456732065/medium.jpg,-21.6449068056,-66.3475932778,Sud Lípez,Potosí
254931901,0d45011e-714a-48ac-bc7e-3e0ca1843d49,https://inaturalist-open-data.s3.amazonaws.com/photos/456737993/medium.jpg,-18.0567242778,-69.0382170833,Sajama,Oruro
254931908,ff6f8ab8-e5c3-4ba6-8cb2-795f05f5e484,https://inaturalist-open-data.s3.amazonaws.com/photos/456738151/medium.jpg,-18.0535805833,-69.0471336667,Sajama,Oruro
255116557,4ca803bc-1485-48a3-bb80-aec021dee615,https://inaturalist-open-data.s3.amazonaws.com/photos/457116188/medium.jpg,-24.4516116667,-66.2099616667,La Poma,Salta
255607901,040581d2-9188-4492-b345-14e25a573ff4,https://inaturalist-open-data.s3.amazonaws.com/photos/458100600/medium.jpeg,-21.5947087711,-67.5967673957,Nor Lípez,Potosí
255685633,047a90da-6ac0-4bf7-8590-11744ae43f59,https://inaturalist-open-data.s3.amazonaws.com/photos/458261041/medium.jpeg,-22.3574324834,-68.0227960646,El Loa,Antofagasta
255955670,0702a916-be9b-4815-a7cb-5d6428e12a2b,https://static.inaturalist.org/photos/458795841/medium.jpg,-22.3770027495,-68.0323183858,El Loa,Antofagasta
255984293,f4a1c946-392d-45d9-932d-212e5936777e,https://inaturalist-open-data.s3.amazonaws.com/photos/458855773/medium.jpg,-18.1690194444,-69.4926722222,Parinacota,Arica y Parinacota
257186031,202317bd-d39f-4bcd-b08f-fe487b9ade07,https://inaturalist-open-data.s3.amazonaws.com/photos/461308064/medium.jpeg,-21.3585749722,-68.0265909722,Nor Lípez,Potosí
257735898,14d950cd-b779-44fb-9e01-b25ab564049b,https://inaturalist-open-data.s3.amazonaws.com/photos/462391280/medium.jpg,-18.1704281997,-69.4302006,Parinacota,Arica y Parinacota
258368569,a304b1f9-c0d7-41da-ba06-7864935461e3,https://static.inaturalist.org/photos/463537949/medium.jpeg,-19.4560116722,-66.4404623955,Antonio Quijarro,Potosí
258430597,cf4ade21-7cfd-4226-94a2-976b8a0c5f90,https://inaturalist-open-data.s3.amazonaws.com/photos/463663427/medium.jpg,-22.2187880559,-65.2297912189,Santa Victoria,Salta
258430683,7b8fd45b-5abc-4b9b-8f12-57b509cf9055,https://inaturalist-open-data.s3.amazonaws.com/photos/463664041/medium.jpg,-22.2014777783,-65.210975,Santa Victoria,Salta
258572561,6f33e419-c653-4f8d-a040-78f24985ec9a,https://inaturalist-open-data.s3.amazonaws.com/photos/463956590/medium.jpeg,-22.2029910997,-65.2108972997,Santa Victoria,Salta
258732059,9cecaeae-af4c-4192-88eb-898719934051,https://static.inaturalist.org/photos/464284875/medium.jpeg,-18.057572,-68.9433939722,Sajama,Oruro
258771118,caa476b9-fd45-446f-bfe3-bc20abc6fee1,https://inaturalist-open-data.s3.amazonaws.com/photos/464360832/medium.jpg,-22.6425106986,-67.1545338467,Sud Lípez,Potosí
259048637,0e880d83-2688-42b0-960b-fd68e478e378,https://inaturalist-open-data.s3.amazonaws.com/photos/464928383/medium.jpg,-21.535,-67.5796966667,Nor Lípez,Potosí
